chemical_id,auroc,auprc,n_pos,mean_pos_score,name
660,0.9071428571428571,0.4419047619047619,5,0.7547637,Tramadol
2189,0.906896551724138,0.4054901960784314,5,0.84785974,Serotonin
7134,0.9064748201438848,0.44880592077774817,13,0.66080797,Furosemide
4938,0.906318082788671,0.3998942928806363,17,0.76837873,Zinc
7349,0.9061032863849765,0.5415987238567884,6,0.7894451,Beclomethasone
5272,0.9057892544773012,0.5459678068467793,35,0.7128921,Dexamethasone
5657,0.9051546391752577,0.48349376114081993,10,0.82238114,Chlorambucil
7312,0.9047619047619048,0.3616755397811298,7,0.68265873,Isotretinoin
5869,0.9044776119402985,0.5022222222222222,5,0.5843957,Streptomycin
3083,0.9042386185243327,0.3734693877551021,7,0.7157091,"Drugs, Chinese Herbal"
1875,0.9040983606557377,0.4270346913610671,10,0.72266495,Sulindac
798,0.9037974683544303,0.4860606060606061,5,0.73022366,beta Carotene
6568,0.9035087719298245,0.47390154129284556,6,0.71903855,Pentamidine
6842,0.9035087719298245,0.3913690476190476,6,0.651709,Creatine
2025,0.9034749034749034,0.585751800720288,7,0.7877774,Clonidine
3816,0.903448275862069,0.3408225108225108,5,0.6953365,Aluminum
2127,0.903125,0.3215476190476191,5,0.9085185,Miconazole
7403,0.9029850746268657,0.5110431683012329,6,0.6741915,Tranexamic Acid
5444,0.9029535864978903,0.3509844322344322,6,0.7182536,Amlodipine
1385,0.9028571428571428,0.3666666666666667,5,0.6134267,Iohexol
1703,0.9025862068965517,0.4923215346744758,10,0.645639,"lipopolysaccharide, E coli O55-B5"
6421,0.9021276595744682,0.7166666666666666,5,0.64711857,"3,4,5,3',4'-pentachlorobiphenyl"
1059,0.9015873015873016,0.47929824561403506,5,0.5796312,Lisuride
3610,0.9000000000000001,0.6009523809523809,5,0.63673156,Codeine
4867,0.9,0.3884135472370766,6,0.59386,alfacalcidol
3144,0.9,0.4696428571428572,5,0.7030426,Ketoprofen
2524,0.8999999999999999,0.43333333333333335,5,0.6265361,Letrozole
5194,0.8997354497354497,0.35398953049117987,18,0.8380402,Vitamin E
2805,0.8995934959349594,0.3718019730835008,15,0.76713413,Diclofenac
1341,0.8994708994708995,0.743859649122807,6,0.69889784,DDT
628,0.8986037234042552,0.42162604832897166,16,0.8099137,Colchicine
4010,0.8981818181818182,0.5796428571428571,5,0.64032835,Digitoxin
5469,0.8978494623655914,0.3752136752136752,6,0.7196615,Fenofibrate
549,0.8977777777777778,0.5299978687127025,6,0.54410934,Losartan
3002,0.8974789915966386,0.515517115937284,7,0.8031743,Sevoflurane
4582,0.8974358974358974,0.44618595361266705,16,0.6362403,Metronidazole
3444,0.8971193415637859,0.40170565302144245,6,0.6505552,Amiloride
897,0.8946078431372548,0.3454623878536922,6,0.7269508,Cannabinoids
5258,0.8944696767298957,0.3782390545515431,19,0.8237839,Tacrolimus
3729,0.8943355119825708,0.5473325386368865,9,0.74851334,Ketamine
905,0.8936170212765957,0.49973410210479174,8,0.7006952,Thioctic Acid
426,0.8931623931623931,0.5193480828508052,9,0.6577093,Dronabinol
1751,0.8925129725722758,0.42122110227384224,19,0.7199966,Crack Cocaine
5513,0.892018779342723,0.42146971386101817,6,0.62539476,benazepril
6444,0.8918918918918919,0.35554632469307224,13,0.5542919,Calcitriol
1661,0.8916666666666667,0.43096221221221215,6,0.848521,Edaravone
5960,0.8916256157635468,0.39227994227994223,7,0.7397194,mephedrone
2729,0.8906525573192239,0.393390689609177,7,0.78780746,alpha-Tocopherol
1916,0.8904109589041096,0.48463203463203464,5,0.7322666,Flucytosine
2793,0.8892857142857142,0.4700696986411272,7,0.6428953,Cyproterone Acetate
5071,0.8888054094665665,0.42522579294199114,11,0.7566747,Ascorbic Acid
3029,0.888235294117647,0.35343915343915344,10,0.76167154,Magnesium
2173,0.888157894736842,0.42126744472492555,8,0.77313185,Isoflurane
6325,0.8880636604774536,0.39092177328515443,13,0.76423126,Chloroquine
5754,0.8880597014925373,0.3195498945498946,6,0.5401234,Danazol
3068,0.8870192307692307,0.46158584918665563,8,0.5797052,Estrogens
2824,0.8863095238095239,0.4044380848477725,12,0.7366877,Propylthiouracil
1813,0.8862973760932944,0.4829670329670329,7,0.7201405,Iron-Dextran Complex
6366,0.8856304985337243,0.5222669114274541,11,0.7853537,Progesterone
987,0.8852941176470589,0.41502164502164507,5,0.63685656,Selenium
7274,0.8849206349206349,0.28343663155413973,12,0.7149411,Plant Preparations
566,0.8840579710144928,0.27929824561403505,5,0.66190547,triptolide
5511,0.8835820895522387,0.47878787878787876,5,0.66917974,Niacinamide
3344,0.8833333333333333,0.3298701298701298,5,0.7560922,hydroquinone
662,0.8812392426850258,0.298506829787618,7,0.7386897,Baclofen
333,0.8809523809523809,0.33969474153297685,6,0.6902202,Testosterone Propionate
7723,0.8800705467372134,0.4014861949644558,7,0.72380537,Auranofin
2627,0.8799114554510237,0.3553044376326959,13,0.7527953,Trichloroethylene
632,0.8794736842105263,0.4074151702941256,19,0.69776505,Thalidomide
3857,0.8787878787878788,0.39576719576719577,6,0.8000505,Colistin
1628,0.878125,0.29547619047619045,5,0.72140276,Gallic Acid
5993,0.8779661016949152,0.48071428571428576,5,0.6807641,Mannitol
3654,0.875,0.3055555555555555,5,0.43692988,Adenosine Triphosphate
4635,0.8746268656716417,0.4005291005291005,5,0.68655676,Galactosamine
7858,0.8745874587458746,0.3841140181657423,9,0.7416039,Betamethasone
4072,0.8743386243386243,0.4236221418654403,12,0.6692858,Bezafibrate
1743,0.8742138364779873,0.29803189362012894,9,0.75159544,Alendronate
1708,0.8741935483870967,0.3458592132505176,5,0.56638277,Ethambutol
7802,0.8738461538461538,0.31548872180451126,5,0.65085524,Ephedrine
576,0.8735294117647059,0.5316083916083916,5,0.7615455,Mifepristone
1084,0.8727272727272728,0.2921428571428571,5,0.5618931,Methoxyflurane
4803,0.8721804511278195,0.33194068916132696,7,0.5352515,Flame Retardants
1314,0.8701737451737452,0.3223994388910355,14,0.6913613,Capsaicin
3113,0.869198312236287,0.48295672784163834,6,0.78355527,Leflunomide
6936,0.8688888888888888,0.523380142892338,6,0.6092002,naringenin
1611,0.868279569892473,0.4931457431457431,6,0.70527273,"Anti-Inflammatory Agents, Non-Steroidal"
2916,0.8666666666666667,0.3565218014246691,10,0.7586552,Oxygen
6312,0.865432098765432,0.47826461431564843,12,0.72053367,Rifampin
5281,0.8645833333333334,0.3040843214756258,6,0.6834397,efavirenz
4711,0.8642857142857143,0.24835312713602187,8,0.74233437,Vitamin B 12
4829,0.864,0.37001336898395726,5,0.5773682,Pamidronate
6934,0.8638497652582159,0.38663768648823,12,0.73744947,Ketoconazole
6714,0.8638392857142857,0.26808064379669844,16,0.63551414,Tretinoin
7621,0.8637499999999999,0.3545770202020202,8,0.66847533,Glutathione
4590,0.8623063683304647,0.4381387337543713,7,0.76054657,Dinoprostone
4113,0.861111111111111,0.3115126377031139,9,0.71859705,Tetracycline
96,0.861111111111111,0.29571464267866066,6,0.7690873,Pentoxifylline
7230,0.8608695652173912,0.5853333333333333,5,0.6207401,Methylmercury Compounds
2211,0.8607142857142858,0.3860606060606061,5,0.6178261,Ropivacaine
2440,0.8600823045267489,0.31917249417249416,6,0.65787834,Gabapentin
840,0.8600000000000001,0.3478787878787879,5,0.7196845,Diazoxide
3807,0.8588235294117647,0.3642424242424242,5,0.37129045,Hirudins
2965,0.8582175925925926,0.27647327270101724,12,0.7216067,Spironolactone
7128,0.8574561403508771,0.4759877591230166,6,0.5711493,Sumatriptan
205,0.8571428571428571,0.25379572118702554,6,0.6005762,"2,2',4,4'-tetrabromodiphenyl ether"
7406,0.8566058002148227,0.31156537975548515,19,0.8236796,Cyclosporine
1783,0.8555555555555555,0.21878787878787878,5,0.6672574,Melitten
756,0.8554817275747508,0.24549560714974253,7,0.5855565,Everolimus
4693,0.8534278959810875,0.3500895924820262,12,0.82993966,Copper
88,0.8528138528138528,0.36141047062099696,6,0.6258588,Ceftriaxone
4380,0.8524332810047095,0.4162312912312912,7,0.7183298,Diazinon
1447,0.8523274478330658,0.28524715594483036,7,0.60862213,Foscarnet
2234,0.8522727272727273,0.34136470577066547,8,0.7257956,Probenecid
3123,0.8516260162601627,0.22484848484848485,6,0.5645098,Chromium
1308,0.8504201680672269,0.243574679288965,7,0.6456253,Niacin
1491,0.8492063492063493,0.4911369296002154,6,0.562821,Pioglitazone
1508,0.8486842105263158,0.23921568627450981,6,0.70756096,Pregabalin
1279,0.8481203007518797,0.44278553526673825,7,0.44336346,Adrenocorticotropic Hormone
1399,0.84765625,0.269402814101634,8,0.6550706,Methimazole
396,0.8474903474903475,0.4735042735042735,7,0.4830711,Leuprolide
1176,0.8474178403755869,0.2474457215836526,6,0.599618,Promethazine
5774,0.8435374149659864,0.37487675232036133,7,0.544435,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride"
2198,0.8432835820895522,0.26651126651126655,6,0.55665404,Famotidine
6603,0.8422222222222222,0.24482797903850534,6,0.6103552,Steroids
2856,0.8419354838709678,0.45373931623931624,5,0.46512714,Amikacin
6493,0.8365384615384615,0.25772772072398276,13,0.7325168,Acetylcysteine
5260,0.8361111111111111,0.3880038972110583,5,0.5924153,Carbimazole
2385,0.8360389610389611,0.25093308226300554,7,0.6807534,Budesonide
4886,0.8343023255813954,0.424863769271664,8,0.6037708,Hydrocortisone
602,0.8327731092436974,0.36530342136854743,10,0.5723838,Iron
2016,0.8283582089552239,0.311863711001642,6,0.37935016,CHOP protocol
4990,0.8250000000000001,0.22962046062444116,7,0.73341876,Imatinib Mesylate
372,0.8227194492254734,0.2602878901106722,7,0.6176768,Testosterone
2102,0.8179824561403509,0.2424192665571976,6,0.34192154,Bee Venoms
7025,0.8099999999999999,0.36315244633322435,5,0.55376375,decamethrin
5238,0.7713052858683926,0.16919806754061137,9,0.55855274,Vitamin D
