disease_id,auroc,auprc,n_pos,mean_pos_score,name
1648,0.9095469747643661,0.38554484565758984,23,0.747693,Brain Diseases
769,0.9089506172839507,0.3894064872325742,6,0.8715938,Autoimmune Diseases
1767,0.9082207207207207,0.4873970598666477,12,0.6711798,Demyelinating Diseases
1759,0.9080459770114943,0.5386672151378034,5,0.49205226,Spinal Cord Injuries
914,0.907843137254902,0.2816411741411742,10,0.7162551,"Kidney Failure, Chronic"
1414,0.9077267637178051,0.4496361424853555,19,0.6331346,Atherosclerosis
1343,0.9075601374570448,0.4318038587412453,15,0.6129512,Cerebral Hemorrhage
84,0.9075268817204302,0.3240329562910208,5,0.7388049,Respiratory Tract Diseases
931,0.907082876962395,0.5408956770980762,22,0.6133516,Hepatitis
1582,0.9070796460176991,0.322943722943723,6,0.5736848,"Glomerulosclerosis, Focal Segmental"
1818,0.9068965517241379,0.5352939399572451,10,0.73126704,Acute Lung Injury
1097,0.9065656565656566,0.31528337178387095,9,0.7053766,"Hypertension, Pulmonary"
1442,0.9065420560747663,0.31660678865647807,7,0.7011261,Endometriosis
953,0.90625,0.40825396825396826,5,0.6387763,COVID-19
1828,0.9061032863849765,0.42676369722536756,17,0.6606051,Neurobehavioral Manifestations
67,0.9060806742925949,0.4011824906561749,11,0.66562676,Hypoxia
1138,0.905280348394121,0.48766479759528425,11,0.76054406,"Shock, Cardiogenic"
604,0.9052631578947369,0.3923076923076923,5,0.7635541,"Hepatitis, Chronic"
1347,0.9047619047619048,0.31536036036036036,5,0.7520108,Goiter
12,0.9046728971962616,0.4335303776683087,5,0.616188,Arterial Occlusive Diseases
832,0.9045410156249999,0.35223940400575854,32,0.69202584,Liver Diseases
1230,0.9038961038961039,0.41440781440781443,5,0.62648475,Bone Diseases
1775,0.9038709677419354,0.5528525185084165,10,0.6891855,Sialorrhea
1155,0.9036724864539434,0.33332164178559165,11,0.6290915,Brain Edema
1597,0.9033158813263525,0.36593662051108855,15,0.61257106,Migraine Disorders
1346,0.9023517382413088,0.3641603062220879,12,0.61537,Autistic Disorder
445,0.9021406727828747,0.2908963229329362,6,0.66035694,"Pulmonary Disease, Chronic Obstructive"
154,0.9012345679012346,0.4544153514148521,15,0.7026937,"Reflex, Abnormal"
960,0.9010167464114832,0.5009699493205904,16,0.6071534,Urinary Bladder Neoplasms
78,0.900952380952381,0.25047619047619046,5,0.57623875,Endometrial Neoplasms
246,0.9007541478129713,0.34804336436350825,17,0.7078961,"Liver Failure, Acute"
1664,0.9005376344086022,0.4573377997077912,9,0.72456187,Mood Disorders
857,0.9,0.3642609866913272,10,0.6432847,Intestinal Diseases
1177,0.9,0.21878542510121457,5,0.73230827,Cerebrovascular Disorders
751,0.8999771376314586,0.3867259905975116,27,0.7250547,Fibrosis
605,0.8983516483516484,0.35222238320615606,7,0.7257128,Respiratory Tract Infections
890,0.8982528263103802,0.22533687804623764,7,0.63098586,"Hypersensitivity, Delayed"
195,0.8978978978978979,0.28379629629629627,6,0.6529085,Gastroesophageal Reflux
870,0.8977667493796526,0.45706798071387983,13,0.601953,Brain Ischemia
1434,0.8975409836065573,0.26231665312125085,6,0.5090502,"Tachycardia, Sinus"
1120,0.897364771151179,0.33756193368035475,7,0.60721916,Pregnancy Complications
544,0.8972413793103449,0.3141452982496063,10,0.63750124,Neurodegenerative Diseases
1555,0.8966292134831461,0.25658263305322127,5,0.40443927,Paraplegia
146,0.896551724137931,0.2970588235294117,5,0.55755323,Urinary Bladder Diseases
232,0.8955722639933167,0.3160815876333118,9,0.6709311,Dyslipidemias
1804,0.8952380952380952,0.30860014082077863,7,0.7821665,Hypocalcemia
1870,0.8949357520786092,0.367598357118303,9,0.6677673,Polyneuropathies
712,0.8948148148148148,0.31936052550399463,9,0.642428,Hearing Disorders
803,0.8933333333333333,0.2875598086124402,5,0.6158758,"Lung Diseases, Obstructive"
1750,0.8933333333333333,0.3771062271062271,5,0.58864677,Osteosarcoma
1765,0.893327605956472,0.39867971781442435,24,0.5668213,Neoplasm Invasiveness
639,0.8929558011049724,0.3321817314699801,16,0.6877488,"Liver Cirrhosis, Experimental"
1044,0.8923351158645276,0.37175742259380345,15,0.81118685,Alzheimer Disease
89,0.8914893617021277,0.28438735177865615,5,0.7235057,"Infarction, Middle Cerebral Artery"
951,0.8913560666137985,0.38757452135378556,13,0.79492277,Drug Overdose
1867,0.8910256410256411,0.3707602339181286,6,0.6379059,Disseminated Intravascular Coagulation
1642,0.8910256410256411,0.22508417508417508,6,0.8920388,"Anemia, Hemolytic, Autoimmune"
148,0.8908602150537634,0.4511958638210202,12,0.62633044,"Depressive Disorder, Major"
526,0.8904761904761905,0.4224061169183121,6,0.7136398,Disease Progression
1413,0.8893557422969187,0.4023467432950192,6,0.4827492,"Dermatitis, Irritant"
285,0.8891276321443919,0.31934266798520194,13,0.62100816,Feeding and Eating Disorders
44,0.888671875,0.40154550310800313,8,0.47987133,"Plaque, Atherosclerotic"
66,0.8877737226277373,0.36902448241952523,8,0.50187397,Amyotrophic Lateral Sclerosis
1744,0.8862068965517241,0.4959521019270586,20,0.63078475,Pulmonary Fibrosis
1013,0.8856349406715476,0.2882269455530272,17,0.63464534,Lethargy
468,0.8853211009174312,0.22564430790237244,6,0.77358294,Raynaud Disease
1631,0.8852173913043477,0.20035330261136713,5,0.79987496,"Acidosis, Lactic"
661,0.8848275862068966,0.37567741116325426,10,0.6109678,Thromboembolism
957,0.8834498834498834,0.3453988055628412,11,0.58683974,HIV Infections
1820,0.8828282828282827,0.5178571428571429,5,0.5348458,Acidosis
478,0.8825665859564165,0.3761904761904762,7,0.76092625,Respiration Disorders
272,0.8815476190476191,0.286946251537716,10,0.69864625,Hepatic Encephalopathy
1148,0.879646017699115,0.19525198938992042,5,0.42533058,Polyploidy
1753,0.8796296296296295,0.45984848484848484,5,0.5034884,"Rhinitis, Allergic, Seasonal"
1721,0.8785923753665689,0.3114740911951941,11,0.5788112,Hearing Loss
1878,0.8784461152882207,0.2449162806305663,7,0.761716,Ascites
164,0.8771929824561403,0.3110910370639144,8,0.7060444,Constipation
359,0.876750700280112,0.23437499999999997,6,0.6265659,Kidney Calculi
1396,0.8758169934640523,0.3447696939076249,6,0.3731775,"Neovascularization, Pathologic"
560,0.8756097560975611,0.3678280542986425,5,0.5310144,Hyperbilirubinemia
228,0.875,0.2810583656539539,8,0.65418833,Hypothyroidism
6,0.8729729729729729,0.47407355273607965,16,0.59570295,Ischemia
34,0.8722369584438551,0.3591954263861315,13,0.6860695,Hemolysis
722,0.8703296703296702,0.2041181041181041,5,0.4355743,Chills
1117,0.8701298701298701,0.517989417989418,5,0.4117156,"Leukemia, Promyelocytic, Acute"
549,0.8699999999999999,0.32070099588271617,8,0.57106143,Pancreatic Diseases
555,0.8687150837988827,0.3746116865452574,12,0.6554109,Growth Disorders
177,0.8686679174484053,0.278348093689151,13,0.5235452,Chromosome Breakage
616,0.8684807256235828,0.27737567368512717,14,0.55761606,Hyponatremia
685,0.868020304568528,0.38604115840549663,15,0.5306593,"Infertility, Female"
1253,0.8671140939597315,0.36847478447478443,10,0.6619587,Rhabdomyolysis
1754,0.8669724770642202,0.2456481622242492,6,0.4918611,Fetal Weight
495,0.8650137741046832,0.3713784833465684,6,0.58566266,Miosis
1703,0.8641304347826086,0.3289485079188266,16,0.5323993,Skin Diseases
1755,0.8640776699029127,0.1808080808080808,5,0.6107263,Vestibular Diseases
131,0.8631897203325775,0.2487620021072553,14,0.5467419,Extravasation of Diagnostic and Therapeutic Materials
1602,0.8627450980392156,0.25686684774920066,9,0.48916668,Stomach Ulcer
1142,0.8611111111111112,0.4613826875464806,12,0.668534,Chromosome Aberrations
1519,0.8607723577235774,0.31043182982922035,8,0.49782738,Myocardial Reperfusion Injury
1743,0.8603174603174604,0.4019151138716356,6,0.52042955,Prostatic Hyperplasia
1171,0.8583959899749374,0.2378613832561201,7,0.54621804,Calcinosis
940,0.8574074074074074,0.2579361179361179,5,0.4842592,Inflammatory Bowel Diseases
1681,0.8538251366120219,0.22383287801286525,6,0.48832428,Blood Coagulation Disorders
1620,0.852857142857143,0.2510925582354154,7,0.671453,Neuromuscular Diseases
1482,0.8524844720496894,0.22114934618918972,12,0.5823367,Hematologic Diseases
767,0.8508771929824561,0.19838084620693316,6,0.48257485,Cleft Palate
632,0.8504464285714286,0.24870748275097698,7,0.5833818,Osteoporosis
845,0.8489096573208723,0.1839012595591543,6,0.4155489,Hypercalcemia
1821,0.8488095238095238,0.18339763334577958,7,0.59228486,Muscular Atrophy
11,0.8477272727272727,0.3647058823529412,5,0.38744664,Eczema
1236,0.8462301587301588,0.24883462691880348,8,0.58687174,Olfaction Disorders
1112,0.8420441347270615,0.2916584201248067,7,0.3983355,"Urinary Bladder, Overactive"
1723,0.8419540229885057,0.3595764807335251,6,0.6169787,Hyperthyroidism
503,0.839662447257384,0.3578769057029927,6,0.5050684,Leukocytosis
1694,0.8366290018832392,0.30995765474109277,12,0.51251286,Melanoma
92,0.8365617433414043,0.30297889194778593,7,0.67309743,Alopecia
1118,0.8363636363636364,0.21262626262626264,5,0.32566327,Vascular System Injuries
494,0.832,0.14645805175216942,5,0.6042851,"Pancreatitis, Acute Necrotizing"
9,0.8302919708029197,0.23967261904761905,8,0.548688,Flushing
1213,0.828039430449069,0.18464195560578633,11,0.6629257,Urination Disorders
1701,0.8275229357798165,0.17211612142646623,5,0.31876707,Venous Thromboembolism
948,0.823529411764706,0.2142578109821496,11,0.435137,Neurologic Manifestations
704,0.8020618556701031,0.2246743761412051,5,0.5361532,Eye Diseases
671,0.796875,0.1494216247234475,6,0.3067953,"Encephalomyelitis, Autoimmune, Experimental"
978,0.7854166666666668,0.42615075687364845,5,0.60124665,Escherichia coli Infections
13,0.7541666666666668,0.10639130434782608,5,0.25552058,Blood Platelet Disorders
1872,0.7191489361702128,0.12297050355485047,5,0.17187867,"Carcinoma, Ehrlich Tumor"
